buyNo,buyName,nationName,phone,regDateStr,detailLink,country_iso
3080,Global Smart Systems,Mongolia/Ulaanbaatar,-,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3080,
3079,TUS Solution,Mongolia/Ulaanbaatar,(+976) 70149761,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3079,
3078,CMC Global VN,Vietnam/Hanoi, +84 24 3212 3396,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3078,
3077,Finhay,Vietnam/Hanoi,(+84) 1900 292 991,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3077,
3076,Asterisk Technologies,Mongolia/Ulaanbaatar,(+976) 8800 5462,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3076,
3075,Vin ID,Vietnam/Hanoi,(+84) 247 3087 999,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3075,
3074,ALBERT,Japan/Tokyo,(+81) 3 5937 1610,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3074,
3073,Vaymuon,Vietnam/Ho Chi Minh,(+84) 1900 2094,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3073,
3072,MoMo,Vietnam/Ho Chi Minh,(+84) 1900 636 652,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3072,
3071,Synamon Co. Ltd.,Japan/Tokyo,-,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3071,
3070,Interloan,Vietnam/Ho Chi Minh,(+84) 28 6686 3398,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3070,
3069,"Mogura Co., Ltd.",Japan/Tokyo,(+81) 3 6272 3551/ec-domestic@moguravr.com,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3069,
3068,Communication Planning Corporation,Japan/Tokyo,(+81) 3 5860 9777,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3068,
3067,ASATEC,Japan/Tokyo,(+81) 3 5404 6919,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3067,
3066,M Soft,Japan/Tokyo,(+81) 3 5807 2300,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3066,
3065,Japan Display Inc.,Japan/Tokyo,(+81) 3 6732 8100,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3065,
3064,"Digital Knowledge Co., Ltd.",Japan/Tokyo,(+81) 3 5846 2131,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3064,
3063,"Hashilus Co, Ltd.",Japan/Tokyo,대표번호 없음,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3063,
3062,amana inc.,Japan/Tokyo,(+81)3 3740 4011,2021.07.30,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3062,
3061,Inverselogic Inc.,United States / California,1 818 542 3103,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3061,
3060,"Onistec, llc.",United States / Florida,1 305 600 0220,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3060,
3059,Procellis Technology Inc.,United States / Minnesota,1 763 219 4187,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3059,
3058,Lord Krishna Security System,India / New Delhi ,91 11 25540768,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3058,
3057,Chartered Information System Private Limited,India / Mumbai,91 8048556048,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3057,
3056,Databridge Communication (M) Sdn Bhd,Malaysia / Selangor,603 7880 5858 ,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3056,
3055,Redynamics Asia Systems Management Sdn Bhd,Malaysia / Selangor,603 7957 7228,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3055,
3054,FAUZ PROFTECHNOLOGY SDN. BHD.,Malaysia / Kuala Lumpur,6018 3187 781,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3054,
3053,Information and Networking Technology,Vietnam / Hanoi,84 24 3773 0793,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3053,
3052,"Sunshine Solutions Co., Ltd.",Vietnam / HCM,84 8 38 950 858,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3052,
3051,Vina Technology Consultancy Corporation,Vietnam / HCM,84 8 3832 5731,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3051,
3050,M-SECURITY TECHNOLOGY VIETNAM COMPANY LIMITED,Singapore,65 6516 0088,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3050,
3049,SVTECH,Vietnam / HCM,84 28 3 948 7620,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3049,
3048,FPT Information System (FPT IS),Vietnam / Hanoi,84 24 3562 6000,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3048,
3047,One Communication Corporation,Vietnam / Hanoi,84 24 397 650 86 ,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3047,
3046,Net&Com Integrated Telecommunication JSC,Vietnam / Danang,84 236 3838 979,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3046,
3045,GSNET Technologies Pvt. Ltd,Vietnam / HCM,028 6290 8818,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3045,
3044,AD.TEK Joint Stock Company,Vietnam / HCM,84 98 652 8080,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3044,
3043,MISOFT CO.,Vietnam / Hanoi,84 4 3933 1613,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3043,
3042,Brightclick Solutions Sdn Bhd,Malaysia / Selangor,60 3 7803 0727,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3042,
3041,VADS BERHAD,Malaysia / Kuala Lumpur,60 3 7859 2222,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3041,
3040,Amigo,Vietnam / Hanoi,84 24 7305 5666,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3040,
3039,NEVICO,Vietnam / Hanoi,84 24 2242 2627,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3039,
3038,Kinrara Aplikasi Sdn Bhd (KASB),Malaysia / Selangor,60 3 8082 5442,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3038,
3037,"Minh Thong Card Solutions Co.,Ltd",Vietnam / HCM,84 8 3517 4510,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3037,
3036,Commit Solutions Sdn Bhd,Malaysia / Selangor,60 3 7492 3333,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3036,
3035,Ranchan Technologies (M) Sdn Bhd,Malaysia / Selangor,60 3 5521 8555,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3035,
3034,ABI Group,Malaysia / Kuala Lumpur,60 3 2725 8088,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3034,
3033,i-STS (ISTS),Vietnam / Hanoi,84 24 3559 4988,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3033,
3032,Indigo Technology Systems JSC,Vietnam / HCM,84 8 3838 9868 ,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3032,
3031,ANH DUC CORPORATION,Vietnam / Hanoi,84 24 3514 9887,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3031,
3030,Vietsunshine,Vietnam / HCM,84 8 3920 8030,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3030,
3029,"CMC SAIGON SYSTEM INTEGRATION CO.,LTD",Vietnam / HCM,84 28 3833 0579,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3029,
3028,GDS,Vietnam / Hanoi,84 24 3562 6996,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3028,
3027,Xuanson Technology,Vietnam / HCM,84 28 3845 9365,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3027,
3026,Techlink,Vietnam / Hanoi,84 24 3222 2887,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3026,
3025,SUNHITECH CORP,Vietnam / HCM,84 8 6255 6618,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3025,
3024,Sistem RKK Sdn Bhd (SRKK),Malaysia/ Selangor,60 3 3000 6698,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3024,
3023,ITC JSC,Vietnam / Hanoi,84 24 3766 0066,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3023,
3022,Viettel IDC,Vietnam / Hanoi,84 24 6272 8866,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3022,
3021,SAO BAC DAU TECHNOLOGIES CORPORATION,Vietnam / HCM,84 28 3770 0968,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3021,
3020,"OCTAPUS (IT Infrastructure Technical Co., Ltd)",Vietnam / HCM,84 28 22537633,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3020,
3019,IDS,Vietnam / Hanoi,84 04 3555 1429,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3019,
3018,"KHANG ANH TECHNOLOGY SOLUTIONS CO., LTD",Vietnam / HCM,84 0933 8422 85,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3018,
3017,PACISOFT,Vietnam / HCM,84 28 3610 0816 ,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3017,
3016,Sun Media Corporation,Vietnam / HCM,84 28 35 262 263,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3016,
3015,S-Net Indonesia,Indonesia / Jakarta,62 21 5793 9022,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3015,
3014,PT. Datacomm Diangraha,Indonesia / Jakarta,62 21 2997 9797,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3014,
3013,PT. Mitra Integrasi Informatika,Indonesia / Jakarta,62 21 2934 5777,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3013,
3012,PT Talenta Digital Indonesia,Indonesia / Jakarta,62 21 3002 1660 ,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3012,
3011,DIGITAL TECHNOLOGY SYSTEMS SDN BHD,Indonesia / Jakarta,62 21 9337 9176,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3011,
3010,PT SOLTIUS INDONESIA,Indonesia / Jakarta,62 21 2934 5925 ,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3010,
3009,Dancom Telecommunications (M) Sdn Bhd,Malaysia / Selangor Darul Ehsan,60 379 668 888,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3009,
3008,PT. Neuronworks Indonesia,Indonesia / Bandung,62 22 8730 9898,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3008,
3007,PT Softbless Solutions,Indonesia / Jakarta,62 21 8591 8058,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3007,
3006,PT. Manna Solusindo (MANNA SOLUSINDO),Indonesia / Selatan,62 21 538 4304,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3006,
3005,PT Abyor International,Indonesia / Selatan,62 21 2900 4532,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3005,
3004,PT. Adicipta Inovasi Teknologi (Ad-Ins),Indonesia / Jakarta,62 21 5367 3030,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3004,
3003,FPS (M) Sdn. Bhd.,Malaysia / Kuala Lumpur,60 3 9058 1317,2019.01.24,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3003,
3000,Novatis Resources Sdn. Bhd.,Malaysia / Selangor Darul Ehsan,60 3 8322 8648,2019.01.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=3000,
2999,Pavilion Solutions Sdn. Bhd. (PSSB),Indonesia / Selangor,62 1700 81 6633,2019.01.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2999,
2998,PT. Graha Technosoft Informatika,Indonesia / Jakarta,62 21 565 8566,2019.01.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2998,
2997,Jasnita,Indonesia / Jakarta,62 21 2856 5288,2019.01.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2997,
2996,Astindo,Indonesia / Jakarta,62 21 6003688,2019.01.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2996,
2995,PT Integra Pratama,Indonesia / Jakarta,62 21 530 3708,2019.01.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2995,
2994,PT. Docotel Technology,Indonesia / Jakarta,62 21 630 2626,2019.01.23,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2994,
2976,PT. SANGKURIANG INTERNATIONAL,Bandung / Indonesia,62 22 2041802,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2976,
2975,WANZU GROUP,Selangor / Indonesia,62 603 6120 2711,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2975,
2974,PT Asiasoft Nusantara,Indonesia / Jakarta,62 21 2967 2300,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2974,
2973,PT DINAMIKA METAMORFOSA,Indonesia / Jakarta Selatan,62 21 8282988,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2973,
2972,Walden Global Services (WGS),Indonesia / Bandung,62 22 603 4882,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2972,
2971,PT. Megadata Solusi Integrasi,Indonesia / Jakarta,62 21 3006 7817,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2971,
2970,PT. Jabikha Teknologi Indonesia,Indonesia / Jakarta,62 0877 70 000087,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2970,
2969,PT. MITRASOFT INFONET,Indonesia / Jakarta,62 21 6326533,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2969,
2968,Xmeg Technologies Sdn Bhd,Indonesia / Selangor,603 7728 3006,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2968,
2967,HPT,Vietnam / HCM,84 28 54 123 400 ,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2967,
2966,VU THAO,Vietnam / HCM,84 28 3636 2779,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2966,
2965,CSPM Sdn. Bhd.,Malaysia / Selangor,603 6143 7700   ,2019.01.21,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2965,
2955,Tinh Van,Vietnam / Hanoi,84 4 3558 9970 ,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2955,
2954,Vietnam Software Solution,Vietnam / Hanoi,84 4 62 824 368,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2954,
2953,iSoftco,Vietnam / Hanoi,84 24 3787 501 8 ,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2953,
2952,ST&T TO？N C？U,Vietnam / Hanoi,84 2432 665 363,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2952,
2951,CMC SOFT,Vietnam / Hanoi,84 4 3943 9066,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2951,
2950,FSI,Vietnam / Hanoi,84 243 7675 677,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2950,
2949,Alphamatic,Malaysia / Selangor,603 8060 3836,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2949,
2948,NIGHT ELECTRONICS (M) SDN BHD,Malaysia / Selangor,603 42701020 ,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2948,
2947,Cloud Office,Vietnam / Hanoi,84 024 3754 5222,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2947,
2946,IshanTech (M) Sdn Bhd,Malaysia / Selangor,60 3 7931 9471,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2946,
2945,TMT Solutions Sdn Bhd,Malaysia / Kuala Lumpur,60 3 9201 7032,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2945,
2944,Winsource Technologies Sdn. Bhd.,Malaysia / Selangor,60 3 7832 0121,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2944,
2943,Secop Solutions Sdn Bhd,Malaysia / Selangor,6010 878 8869,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2943,
2942,Aviven Kuala Lumpur Office,Malaysia / Kuala Lumpur,603 7610 3602,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2942,
2941,YTH INFO IT Centre,Malaysia / Selangor,603 6157 6680,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2941,
2940,Cofreth (M) Sdn Bhd,Malaysia / Selangor,603 8023 8878,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2940,
2939,Anewtech Systems Sdn Bhd,Malaysia / Selangor,603 7887 6820,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2939,
2938,Enthu Technology Sdn. Bhd.,Malaysia / Selangor,603 5122 0760,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2938,
2937,Shana IT Sdn Bhd,Malaysia / Selangor,6 018 229 8263,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2937,
2936,Powerware Systems Sdn. Bhd. (PWS),Malaysia / Selangor,603 7781 2908,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2936,
2935,DCD TECHNOLOGY SDN BHD,Malaysia / Selangor,603 2054 2722,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2935,
2934,VESC Solution Sdn Bhd,Malaysia / Selangor,60 1 700 81 5648,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2934,
2933,NH2,Malaysia / Selangor,60 3 74911830,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2933,
2932,TFP SOLUTIONS BERHAD,Malaysia / Selangor,603 8060 0088,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2932,
2931,Network Alliance Technology Sdn Bhd,Malaysia / Selangor,603 8060 2086,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2931,
2930,RAFATECH SYSTEM SDN BHD,Malaysia / Kuala Lumpur,60 3 9055 4666,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2930,
2929,ACN Secure Solutions Sdn Bhd,Malaysia / Kuala Lumpur,60 3 2711 7323,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2929,
2928,Spectorsoft Solutions Sdn Bhd,Malaysia / Petaling Jaya,60 3 2726 2549,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2928,
2927,Altus Solutions Sdn Bhd,Malaysia / Kuala Lumpur,60 3 4041 8615,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2927,
2926,Bright Nexus (M) Sdn Bhd,Malaysia / Kuala Lumpur,603 9057 7177,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2926,
2925,FIRMUS SDN BHD,Malaysia / Kuala Lumpur,603 6204 0808 ,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2925,
2922,ADF Technologies Sdn Bhd,Malaysia / Petaling Jaya,604 643 3636,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2922,
2921,Haynik Holding Sdn Bhd,Malaysia / Kuala Lumpur,60 3 8942 5484,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2921,
2920,Synchroweb Technology (M) Sdn. Bhd.,Malaysia / Selangor,60 3 5880 5486 ,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2920,
2919,Y5ZONE Malaysia,Malaysia / Kuala Lumpur,60 1117 226 226,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2919,
2918,Athene Softech (M) Sdn Bhd,Malaysia / Ampang,60 3 4270 4109,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2918,
2917,VYROX International Sdn Bhd,Malaysia / Seri Kembangan,60 3 8213 6222,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2917,
2916,Extol Corporation Sdn Bhd,Malaysia / Kuala Lumpur,60 3 2181 3666,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2916,
2915,Infinite Data Sdn Bhd,Malaysia / Selangor Darul Ehsan,603 7956 8688,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2915,
2914,I Divine Technology (M) Sdn. Bhd.,Malaysia / Kuala Lumpur,60 3 9059 1202,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2914,
2913,HEITECH MANAGED SERVICES SDN BHD,Malaysia / Shah Alam,60 3 8026 8126,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2913,
2912,DSTech Systems Sdn Bhd,Malaysia / Kuala Lumpur,60 3 7980 0943,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2912,
2911,Emgraft Systems,Malaysia / Selangor,60 3 8959 1928,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2911,
2910,TECH TITAN Sdn Bhd,Malaysia / Kuala Lumpur,60 3 2298 0399,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2910,
2909,Intellego Solutions Sdn Bhd.,Malaysia / Kuala Lumpur,60 3 9054 3381,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2909,
2908,Bridgenet Solutions Sdn Bhd,Malaysia / Kuala Lumpur,60 3 6206 0030,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2908,
2907,Glocomp Systems (M) Sdn Bhd,Malaysia / Petaling Jaya,60 3 7652 1188,2019.01.16,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2907,
2670,E-World Communication Sdn Bhd,Malaysia / Petaling Jaya,60 3 7728 2696,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2670,
2669,NCore Systems Sdn. Bhd.,Malaysia / Kuala Lumpur,60 3 6201 0206,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2669,
2668,Trans Niaga Sdn. Bhd.,Malaysia / Petaling Jaya,60 3 7960 9570,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2668,
2667,SecurePath Sdn Bhd,Malaysia / Kuala Lumpur,60 3 2785 0498,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2667,
2666,Evault Technologies Sdn Bhd.,Malaysia / Kuala Lumpur,60 3 4217 7878,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2666,
2665,Securesoft Technologies Sdn Bhd,Malaysia / Kuala Lumpur,60 3 2149 9278,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2665,
2664,Inphosoft Malaysia Sdn Bhd,Malaysia / Kuala Lumpur,60 3 2202 2880,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2664,
2663,Nexagate,Malaysia / Kuala Lumpur,60 3 2242 0342,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2663,
2662,Matrix Invent MSC Sdn Bhd,Malaysia / Petaling Jaya,60 3 7722 2035,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2662,
2661,SecureMetric Technology Sdn. Bhd.,Malaysia / Kuala Lumpur,60 3 8996 8225,2018.10.25,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2661,
2587,Worldtech Solutions Sdn Bhd,Malaysia / Selangor,60 3 6142 3598,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2587,
2586,System Management Services Sdn Bhd,Malaysia / Selangor,60 3 7804 0288,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2586,
2585,Pedoman Networks Sdn. Bhd.,Malaysia / Selangor,603 8071 6200,2018.09.28,https://www.globalict.kr//business/buyer/buyer_view.do?menuCode=030500&buyNo=2585,
